"HolderAddress","Balance","PendingBalanceUpdate"
"0xc6ef30e0bec5945e0133352cffcf0a7e2b14e6fc","80817.3289127602","No"
"0xc800ad406b36a2ef236f8094edf82c8e328d56c4","2197.68711069329","No"
"0xc842575acd573015c982421bd0b6607d498eecfe","2000","No"
"0xc84ee7d2b96e67d9c627ebb249090158fae38abf","71.3909427420589","No"
"0xc861cf149019229a33f3357f2ee7049812f10f88","26714.3998474691","No"
"0xc94c05e26920b907be12e795d8a1060abe965dfb","150000","No"
"0xc94dc73a2677e012fb6260c680ce5344e3aeaab8","50222.3029789306","No"
"0xc9e7d61bbdef3f821da08bfdb19a2bf7e0ec60b7","12416581.5796554","No"
"0xc9f7113042615ce4796f8cbbfa6f42170d908e05","10338106.7992701","No"
"0xca4e2f025c442f92a7147755ad514b902200b4e2","3521.77942539559","No"
"0xca5eb9220452163b70fd082616e63384be87e615","3225.63776696793","No"
"0xca9168b02396fbf3fbdba3ba0b9ea08a9e2eeee7","25388.8526906713","No"
"0xca93ae366528fb65d91553f1f15beef5deb4f928","2000","No"
"0xcad6fe3961d6f314ebca5380f56b2cd9780ad159","2000","No"
"0xcb0ef5afd5a3f8703cdcfbe55bf1407b84f0bc73","227186.497988825","No"
"0xcb5b0a1e8dd9d5d90e0a56095045fd2bc165504b","2000","No"
"0xcf68f41b8e1d57cf92fe9d64040093cd986b5c0c","0.0404138247033039","No"
"0xd32510594c24ca44fb1be0990633deccdcde055c","18453.8521121084","No"
"0xd32ff174c7ea82281b8fd22432edbff46925a875","27368.453367539","No"
"0xd3695d5ea14e4958aee9f6128d4c71b21f094dc4","0.499340309465138","No"
"0xd3b9d7766eb92826ec6e7e1c883890e5ba4420d0","1500","No"
"0xd3e2071e050be7a00e057490cb7e0183401e6483","9725.43208352048","No"
"0xd3e7e67a16cb45d5f3fddfa6c49685175a6e1aa8","213.372379296578","No"
"0xd498f99bafd467c5d06556d433ba89e52686f74b","2000","No"
"0xd504f7af75719a902af20f88bf9300d7b3ae6705","6000","No"
"0xd555f5e2c4971a7e9e61f4a80c90b18d0fb4d950","30","No"
"0xd5844c4157a8c4f3c113328c5e24d510b4b31be6","2000","No"
"0xd5f644fd8af2c4812de4f484dd3bb16a63e1514a","1","No"
"0xd5f652068f02a91d0ee5cbc8c226af61cb76efbc","1970.34519714444","No"
"0xd62d30a3f9794cecd426778e3d301e7c8534f488","48.2692577763527","No"
"0xd7613b407a9eb751f7e391aa2588063ee4e883d1","2000","No"
"0xd7854fc91f16a58d67ec3644981160b6ca9c41b8","2000","No"
"0xd7b522717a6cbe54d3d4ab67df96fcdf437eda69","34126.3401962968","No"
"0xd7c229252311cd1ae7c09217d561e381ac4c7b1e","57870.1706155156","No"
"0xd84a185d5ff025b917ced55a5a1fe88230572be6","3437906.4114699","No"
"0xd8e204dfa895aca115a42298094ab434a0077a39","31000","No"
"0xd91d5967e4fe2c2fb132d77e9a95cc4c17eb83d0","2158.08524752446","No"
"0xd942a89417310712383c11c1eed9ab93e9e5f913","10000","No"
"0xd9b74abc520a41029e5b2304ce229871673662bb","11809.3571461846","No"
"0xd9e03268f89f90edf0684ba86e9ffd44dd3bcc72","41654.7882808478","No"
"0xd9e4616edb3ba1532e9263f7ecc885458e1b5e3d","39139.4049392469","No"
"0xda8e300aef635cc3a841a34c5f71e46236cf5f96","10147.7550073568","No"
"0xdb8f6cc4fb142613b7cc1fd5a7e4062ef66b3129","4662.79626651082","No"
"0xdd3d81193dc9afe0a03f425baa6a081caedb32c4","724.736464007168","No"
"0xdd559e62c075d4146f4806d1ad22933bfd6e5201","0.0342875232930949","No"
"0xdd97b4220efbe2263d7f7435d044b40537d80618","1052.06559568747","No"
"0xddbd721d76e5d098b355ba02e75710be3bb55033","9620.53290085408","No"
"0xde3a7a5415852bdd0884714c63b0d3f30a124f75","304256.542210206","No"
"0xde74ad84c5d69c7c189f3e672803214eba876579","60000","No"
"0xdeeaca1abbd0c99a7b424cd0da9a7d37dc279d1d","13565.8679073702","No"
"0xe0059048642f6956230103198aaa46335b83f9ac","164.057549270469","No"
"0xe024eba9bbef88eab9ff11693d0d3b746dca8f51","1000","No"
"0xe025b8e376816818f42b39f96558312885c09833","2001","No"
"0xe0850282fa00b3f07d5f5d5837aa9bffc2a69f4c","1.12172926343929","No"
"0xe0c23bc0c58ff1d5c33213e1a3ae40314d828119","16880.421686813","No"
"0xe1277bfe55d8e9c5786cc12f2280ece5a32d0af2","816.936990352042","No"
"0xe127a0b0a1c1f283a467abee91a7072e249ccc75","155949.468457569","No"
"0xe2ae56ebd535ba8cab13b8e8f8bb09128434f909","2000","No"
"0xe2ff98cdbb1808a2c512de7f369cdcfba2ec8acb","1.95150361142206","No"
"0xe314e4f7a61950ad73f93c92f9a1f5770bf279bf","1800026.67411916","No"
"0xe3195d1bb34c7f484cf317af24b816faeb53b9e2","9796.22106695002","No"
"0xe340096bb9343cdb11f91eb51bbefe48a4d77c3e","0.277745063249857","No"
"0xe34a5982307e120785b0766e63d075aee9272d45","2919.71821887507","No"
"0xe3bc04f0d661fe29438aa35f80643cce0baa1e5b","5433.22657963561","No"
"0xe469220d444d4c30361f1416082ea4bf3f2a55b3","0.00484783919963533","No"
"0xe4b1b44bcea856ed75efc4a745057c0fcc26ab9a","11508.4930567895","No"
"0xe65130c719584a68d48e2968e79e19d5daf1e983","1042358.02175484","No"
"0xe67d3b0bdfd1d853fbce6c0898b464e332a67b18","2000","No"
"0xe6af4981323b4fb6b960e4d48a22dedffa739e7e","5294.01037111058","No"
"0xe8f2d7040e3ab046393f5ba5331245b318aa03dd","9703.42910101946","No"
"0xe91b1d34ae27a4ea7f8ef21a0367ec562d479fbd","56200","No"
"0xe92b9722f13fc74f83ffb5f38a943b6a902cee74","7815.87978161593","No"
"0xeb1127e6c774b9c9760f311c5d54a72fc0b84b74","43700","No"
"0xec04cfde3c2bd53d2e2b6ca19a8ca0ae69052775","5.86596387415829","No"
"0xed5a42f58d5dbde7e0cc122416a3540de6ccc6c3","2000","No"
"0xeeaf9f8e7a42273d091dd89091b16d3cf08b8101","11797.0621885857","No"
"0xf01d9114b780154b08b1515d7fa2808fdb691495","9.59104888791892","No"
"0xf11f4810403f3618aeb59c04fba8a992e9ae31f3","257268.558103739","No"
"0xf14e0a3e1c42da79e122ceafa03e94fad1480463","43750","No"
"0xf22fb7b3f11c155e21d0b652f9b82570804d267c","283.187571321661","No"
"0xf23c0223fea8f82cba535c85d07d9c4cc26ef1f7","5337.90546802595","No"
"0xf26814c5c55d6c5022f595a77a7e7c83af70b3a2","247.174811708561","No"
"0xf2ea41edc71209a2a844dfe6c9535341b9215fa7","225.480000441971","No"
"0xf341c9cbe31fc0cd43fd9226fd92ecd897e95518","8801.06580166893","No"
"0xf366500efe08aafc5fd5f809b8e0f286c6dd90e8","133204.113242837","No"
"0xf4d0ff6a2894d79d2d0e064c5fac1bdfb3bf5a05","0.298145563042098","No"
"0xf4e0684d63e054e9456f2ead38c6d1a13399dd0b","2000","No"
"0xf5c5121b8a142275d8cc46b0c62512f64f4b8d35","151469.724565387","No"
"0xf5f847dfbce1e9f2d13c87846f0f5202529e1c54","2000245.04346726","No"
"0xf619aeaac898f19e22d68ae4c146b5892bcd8671","0.546649853684866","No"
"0xf6d7ce03c7bfb0342013629ac52fdf615eb06f0b","8742.50177887046","No"
"0xf72387d28eead34f663b740f762744f4ccf240b2","0.176178838179856","No"
"0xf728d28fa57d2998fe0214bd67612cfff07e429b","3805.60704355885","No"
"0xf7337f95a2d5202e5dc783e1224b74a510b5dfa4","2000","No"
"0xf7434638a7d52e44859a55fcf7c13dc9ddc4b140","2000","No"
"0xf88ad3b20522c3655eec6c5d535b848f974a7d06","1000","No"
"0xf9bdaad36188776c069a79d359aa975574f2cc34","16476.5103932267","No"
"0xfa395e4c84077518ae680f6b6cb7ffce54d927d2","371989.946056492","No"
"0xfa6aef4656862b2b4c24764522172784eff57390","170020.761591704","No"
"0xfa8f997d56a21cd174e9337d7f4b6f7c0038edf6","0.861603258325718","No"
"0xfacec1c32ae56097866a6c1dda1124f2c6844f40","2635.6615351231","No"
"0xfb17d5cd85854b6bee89e714591de521f3169de5","13444.9766360618","No"
"0xfb242e38a3014441adc17dba27bee5c654228c8e","35108.5244682861","No"
"0xfc09bebc40518bdf99144b33f110b1768cde02c4","29095.7006761522","No"
"0xfc33d4910860258495f63cd79bb91354bf8bbb96","51356.317210515","No"
"0xfcc298dda47ac3b12de1fc5689e798ecaca3d558","56833.4068946335","No"
"0xfd1df59f5dc242701a85bd013c5295768be819a6","5000","No"
"0xfd4c9b57dc17699f9d4f58e50e1e91f6707779c6","2000","No"
"0xfe2a71c0d8a04a97605da850b884774a06867383","34000","No"
"0xfe7a244cf06e9296c3233f47b315a720bad542f7","64377979.5121921","No"
"0xfe846745662d4a2e7efb484c2e958ab1cfad5631","9946.92668810647","No"
"0xfe989a7fe9374232ed74ca3b408a3309ed61e1c9","2000","No"
